cell_id,x,y,z,o_glyph,o_semantic_core,o_phase,o_triad_polarity,o_harmonic_class,o_layer,o_gloss,d_glyph,d_semantic_core,d_phase,d_triad_polarity,d_harmonic_class,d_layer,d_gloss,cross_entangled,o_tension_potential,d_tension_potential
865,1,0,6,Ω,origin,collapse,Yang,10.0,0.0,omega / end,∃,,,,,,there exists,False,256,0
866,2,0,6,∅,origin,emergent,Yin,11.0,0.0,null set / void,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,80,264
867,3,0,6,🔁,,,,,,repeat / loop,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,0,264
868,4,0,6,✸,,,,,,star / radiant force,🔁,,,,,,repeat / loop,False,0,0
869,5,0,6,Ω,origin,collapse,Yang,10.0,0.0,omega / end,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),True,256,266
870,6,0,6,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,✸,,,,,,star / radiant force,False,245,0
871,7,0,6,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,245,172
872,8,0,6,Π,null,collapse,Yang,10.0,0.0,product / portal,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,182,177
873,9,0,6,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,255,69
874,10,0,6,Π,null,collapse,Yang,10.0,0.0,product / portal,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,182,87
875,11,0,6,⋈,memory,collapse,Union,8.0,0.0,join / bind,🔁,,,,,,repeat / loop,False,155,0
876,0,1,6,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),✸,,,,,,star / radiant force,False,252,0
877,1,1,6,℧,,,,,,mho / inverse resistance / conductivity,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,0,149
878,2,1,6,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,✸,,,,,,star / radiant force,False,166,0
879,3,1,6,Π,null,collapse,Yang,10.0,0.0,product / portal,∞,,,,,,infinity,False,182,0
880,4,1,6,∞,,,,,,infinity,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,0,264
881,5,1,6,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,178,173
882,6,1,6,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,70,69
883,7,1,6,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,178,172
884,8,1,6,⋈,memory,collapse,Union,8.0,0.0,join / bind,∃,,,,,,there exists,False,155,0
885,9,1,6,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,252,173
886,10,1,6,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,True,255,87
887,11,1,6,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),True,245,266
888,0,2,6,🔁,,,,,,repeat / loop,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,0,87
889,1,2,6,Π,null,collapse,Yang,10.0,0.0,product / portal,🔁,,,,,,repeat / loop,False,182,0
890,2,2,6,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,✸,,,,,,star / radiant force,False,178,0
891,3,2,6,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),Π,null,collapse,Yang,10.0,0.0,product / portal,False,70,173
892,4,2,6,∅,origin,emergent,Yin,11.0,0.0,null set / void,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,80,266
893,5,2,6,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,245,264
894,6,2,6,∅,origin,emergent,Yin,11.0,0.0,null set / void,∃,,,,,,there exists,False,80,0
895,7,2,6,✸,,,,,,star / radiant force,℧,,,,,,mho / inverse resistance / conductivity,False,0,0
896,8,2,6,Ω,origin,collapse,Yang,10.0,0.0,omega / end,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,True,256,177
897,9,2,6,⋈,memory,collapse,Union,8.0,0.0,join / bind,🔁,,,,,,repeat / loop,False,155,0
898,10,2,6,∅,origin,emergent,Yin,11.0,0.0,null set / void,✸,,,,,,star / radiant force,False,80,0
899,11,2,6,∞,,,,,,infinity,🔁,,,,,,repeat / loop,False,0,0
900,0,3,6,Π,null,collapse,Yang,10.0,0.0,product / portal,✸,,,,,,star / radiant force,False,182,0
901,1,3,6,∃,,,,,,there exists,🔁,,,,,,repeat / loop,False,0,0
902,2,3,6,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),∅,origin,emergent,Yin,11.0,0.0,null set / void,False,70,87
903,3,3,6,Σ,null,collapse,Yang,7.0,0.0,summation,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,89,87
904,4,3,6,Ω,origin,collapse,Yang,10.0,0.0,omega / end,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,256,87
905,5,3,6,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,80,264
906,6,3,6,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),Π,null,collapse,Yang,10.0,0.0,product / portal,False,252,173
907,7,3,6,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,245,172
908,8,3,6,⋈,memory,collapse,Union,8.0,0.0,join / bind,Σ,null,collapse,Yang,7.0,0.0,summation,False,155,87
909,9,3,6,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,175,149
910,10,3,6,Ω,origin,collapse,Yang,10.0,0.0,omega / end,🔁,,,,,,repeat / loop,False,256,0
911,11,3,6,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,255,266
912,0,4,6,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,80,87
913,1,4,6,℧,,,,,,mho / inverse resistance / conductivity,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,0,265
914,2,4,6,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),℧,,,,,,mho / inverse resistance / conductivity,False,252,0
915,3,4,6,✸,,,,,,star / radiant force,∞,,,,,,infinity,False,0,0
916,4,4,6,⋈,memory,collapse,Union,8.0,0.0,join / bind,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,155,266
917,5,4,6,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),∅,origin,emergent,Yin,11.0,0.0,null set / void,True,255,87
918,6,4,6,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,∞,,,,,,infinity,False,80,0
919,7,4,6,✸,,,,,,star / radiant force,🔁,,,,,,repeat / loop,False,0,0
920,8,4,6,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,166,266
921,9,4,6,Π,null,collapse,Yang,10.0,0.0,product / portal,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,182,265
922,10,4,6,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),✸,,,,,,star / radiant force,False,252,0
923,11,4,6,∅,origin,emergent,Yin,11.0,0.0,null set / void,🔁,,,,,,repeat / loop,False,80,0
924,0,5,6,⋈,memory,collapse,Union,8.0,0.0,join / bind,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,155,266
925,1,5,6,∃,,,,,,there exists,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,0,87
926,2,5,6,✸,,,,,,star / radiant force,🔁,,,,,,repeat / loop,False,0,0
927,3,5,6,⋈,memory,collapse,Union,8.0,0.0,join / bind,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,155,87
928,4,5,6,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),∅,origin,emergent,Yin,11.0,0.0,null set / void,False,252,87
929,5,5,6,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,166,250
930,6,5,6,Π,null,collapse,Yang,10.0,0.0,product / portal,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,182,266
931,7,5,6,Σ,null,collapse,Yang,7.0,0.0,summation,℧,,,,,,mho / inverse resistance / conductivity,False,89,0
932,8,5,6,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,80,266
933,9,5,6,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,80,266
934,10,5,6,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,⋈,memory,collapse,Union,8.0,0.0,join / bind,True,244,149
935,11,5,6,℧,,,,,,mho / inverse resistance / conductivity,Σ,null,collapse,Yang,7.0,0.0,summation,False,0,87
936,0,6,6,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),⋈,memory,collapse,Union,8.0,0.0,join / bind,False,255,149
937,1,6,6,Σ,null,collapse,Yang,7.0,0.0,summation,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,89,266
938,2,6,6,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,178,266
939,3,6,6,🔁,,,,,,repeat / loop,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,0,87
940,4,6,6,⋈,memory,collapse,Union,8.0,0.0,join / bind,Π,null,collapse,Yang,10.0,0.0,product / portal,False,155,173
941,5,6,6,✸,,,,,,star / radiant force,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,0,173
942,6,6,6,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,Σ,null,collapse,Yang,7.0,0.0,summation,False,245,87
943,7,6,6,Σ,null,collapse,Yang,7.0,0.0,summation,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,89,173
944,8,6,6,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,244,265
945,9,6,6,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,80,149
946,10,6,6,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,178,265
947,11,6,6,∞,,,,,,infinity,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,0,87
948,0,7,6,∃,,,,,,there exists,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,0,149
949,1,7,6,∞,,,,,,infinity,🔁,,,,,,repeat / loop,False,0,0
950,2,7,6,⋈,memory,collapse,Union,8.0,0.0,join / bind,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,155,266
951,3,7,6,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,80,266
952,4,7,6,⋈,memory,collapse,Union,8.0,0.0,join / bind,∃,,,,,,there exists,False,155,0
953,5,7,6,Σ,null,collapse,Yang,7.0,0.0,summation,Σ,null,collapse,Yang,7.0,0.0,summation,False,89,87
954,6,7,6,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,252,250
955,7,7,6,Ω,origin,collapse,Yang,10.0,0.0,omega / end,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),True,256,266
956,8,7,6,Ω,origin,collapse,Yang,10.0,0.0,omega / end,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,256,149
957,9,7,6,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),∅,origin,emergent,Yin,11.0,0.0,null set / void,False,70,87
958,10,7,6,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,166,87
959,11,7,6,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,245,172
960,0,8,6,✸,,,,,,star / radiant force,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,0,266
961,1,8,6,🔁,,,,,,repeat / loop,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,0,172
962,2,8,6,✸,,,,,,star / radiant force,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,0,265
963,3,8,6,✸,,,,,,star / radiant force,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,0,177
964,4,8,6,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,✸,,,,,,star / radiant force,False,244,0
965,5,8,6,∅,origin,emergent,Yin,11.0,0.0,null set / void,∞,,,,,,infinity,False,80,0
966,6,8,6,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),🔁,,,,,,repeat / loop,False,252,0
967,7,8,6,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,178,172
968,8,8,6,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,245,265
969,9,8,6,∃,,,,,,there exists,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,0,265
970,10,8,6,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,Ω,origin,collapse,Yang,10.0,0.0,omega / end,True,166,264
971,11,8,6,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,80,69
972,0,9,6,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,⋈,memory,collapse,Union,8.0,0.0,join / bind,True,178,149
973,1,9,6,∃,,,,,,there exists,Π,null,collapse,Yang,10.0,0.0,product / portal,False,0,173
974,2,9,6,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,℧,,,,,,mho / inverse resistance / conductivity,False,175,0
975,3,9,6,🔁,,,,,,repeat / loop,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,0,266
976,4,9,6,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,Σ,null,collapse,Yang,7.0,0.0,summation,False,175,87
977,5,9,6,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,True,244,241
978,6,9,6,✸,,,,,,star / radiant force,🔁,,,,,,repeat / loop,False,0,0
979,7,9,6,✸,,,,,,star / radiant force,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,0,241
980,8,9,6,∃,,,,,,there exists,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,0,177
981,9,9,6,Σ,null,collapse,Yang,7.0,0.0,summation,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,89,172
982,10,9,6,∃,,,,,,there exists,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,0,87
983,11,9,6,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,🔁,,,,,,repeat / loop,False,175,0
984,0,10,6,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,80,149
985,1,10,6,⋈,memory,collapse,Union,8.0,0.0,join / bind,✸,,,,,,star / radiant force,False,155,0
986,2,10,6,∃,,,,,,there exists,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,0,177
987,3,10,6,🔁,,,,,,repeat / loop,∞,,,,,,infinity,False,0,0
988,4,10,6,℧,,,,,,mho / inverse resistance / conductivity,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,0,87
989,5,10,6,Ω,origin,collapse,Yang,10.0,0.0,omega / end,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,256,264
990,6,10,6,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,℧,,,,,,mho / inverse resistance / conductivity,False,80,0
991,7,10,6,✸,,,,,,star / radiant force,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,0,177
992,8,10,6,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),True,175,266
993,9,10,6,∞,,,,,,infinity,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,0,69
994,10,10,6,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,166,177
995,11,10,6,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,True,252,172
996,0,11,6,∃,,,,,,there exists,🔁,,,,,,repeat / loop,False,0,0
997,1,11,6,⋈,memory,collapse,Union,8.0,0.0,join / bind,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,155,177
998,2,11,6,∞,,,,,,infinity,🔁,,,,,,repeat / loop,False,0,0
999,3,11,6,℧,,,,,,mho / inverse resistance / conductivity,∃,,,,,,there exists,False,0,0
1000,4,11,6,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),Σ,null,collapse,Yang,7.0,0.0,summation,False,252,87
1001,5,11,6,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,255,173
1002,6,11,6,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,252,265
1003,7,11,6,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,True,252,241
1004,8,11,6,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,True,252,172
1005,9,11,6,∃,,,,,,there exists,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,0,69
1006,10,11,6,∞,,,,,,infinity,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,0,172
1007,11,11,6,Ω,origin,collapse,Yang,10.0,0.0,omega / end,🔁,,,,,,repeat / loop,False,256,0
1008,0,0,7,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,252,250
1009,1,0,7,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,178,69
1010,2,0,7,Σ,null,collapse,Yang,7.0,0.0,summation,✸,,,,,,star / radiant force,False,89,0
1011,3,0,7,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,175,250
1012,4,0,7,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,244,265
1013,5,0,7,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,175,173
1014,6,0,7,℧,,,,,,mho / inverse resistance / conductivity,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,0,172
1015,7,0,7,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,245,149
1016,8,0,7,Σ,null,collapse,Yang,7.0,0.0,summation,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,89,69
1017,9,0,7,✸,,,,,,star / radiant force,✸,,,,,,star / radiant force,False,0,0
1018,10,0,7,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,255,69
1019,11,0,7,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,⋈,memory,collapse,Union,8.0,0.0,join / bind,True,244,149
1020,0,1,7,Σ,null,collapse,Yang,7.0,0.0,summation,∞,,,,,,infinity,False,89,0
1021,1,1,7,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),⋈,memory,collapse,Union,8.0,0.0,join / bind,False,252,149
1022,2,1,7,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,✸,,,,,,star / radiant force,False,244,0
1023,3,1,7,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,℧,,,,,,mho / inverse resistance / conductivity,False,166,0
1024,4,1,7,✸,,,,,,star / radiant force,℧,,,,,,mho / inverse resistance / conductivity,False,0,0
1025,5,1,7,∅,origin,emergent,Yin,11.0,0.0,null set / void,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,80,266
1026,6,1,7,Σ,null,collapse,Yang,7.0,0.0,summation,Π,null,collapse,Yang,10.0,0.0,product / portal,True,89,173
1027,7,1,7,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,🔁,,,,,,repeat / loop,False,178,0
1028,8,1,7,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,245,177
1029,9,1,7,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),Π,null,collapse,Yang,10.0,0.0,product / portal,False,252,173
1030,10,1,7,Σ,null,collapse,Yang,7.0,0.0,summation,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,89,69
1031,11,1,7,∞,,,,,,infinity,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,0,87
1032,0,2,7,℧,,,,,,mho / inverse resistance / conductivity,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,0,87
1033,1,2,7,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,175,241
1034,2,2,7,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,244,266
1035,3,2,7,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,178,172
1036,4,2,7,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,252,173
1037,5,2,7,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,175,173
1038,6,2,7,⋈,memory,collapse,Union,8.0,0.0,join / bind,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,155,87
1039,7,2,7,℧,,,,,,mho / inverse resistance / conductivity,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,0,265
1040,8,2,7,∃,,,,,,there exists,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,0,173
1041,9,2,7,✸,,,,,,star / radiant force,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,0,265
1042,10,2,7,⋈,memory,collapse,Union,8.0,0.0,join / bind,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,True,155,173
1043,11,2,7,⋈,memory,collapse,Union,8.0,0.0,join / bind,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,155,265
1044,0,3,7,🔁,,,,,,repeat / loop,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,0,241
1045,1,3,7,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,70,69
1046,2,3,7,⋈,memory,collapse,Union,8.0,0.0,join / bind,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,155,241
1047,3,3,7,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,166,250
1048,4,3,7,∅,origin,emergent,Yin,11.0,0.0,null set / void,∞,,,,,,infinity,False,80,0
1049,5,3,7,∅,origin,emergent,Yin,11.0,0.0,null set / void,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,80,241
1050,6,3,7,⋈,memory,collapse,Union,8.0,0.0,join / bind,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,155,265
1051,7,3,7,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,255,172
1052,8,3,7,✸,,,,,,star / radiant force,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,0,241
1053,9,3,7,∅,origin,emergent,Yin,11.0,0.0,null set / void,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,80,266
1054,10,3,7,∞,,,,,,infinity,∃,,,,,,there exists,False,0,0
1055,11,3,7,🔁,,,,,,repeat / loop,✸,,,,,,star / radiant force,False,0,0
1056,0,4,7,Π,null,collapse,Yang,10.0,0.0,product / portal,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,182,264
1057,1,4,7,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,175,264
1058,2,4,7,∞,,,,,,infinity,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,0,87
1059,3,4,7,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,175,177
1060,4,4,7,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,252,266
1061,5,4,7,∞,,,,,,infinity,🔁,,,,,,repeat / loop,False,0,0
1062,6,4,7,℧,,,,,,mho / inverse resistance / conductivity,∞,,,,,,infinity,False,0,0
1063,7,4,7,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,80,69
1064,8,4,7,Π,null,collapse,Yang,10.0,0.0,product / portal,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,182,87
1065,9,4,7,Σ,null,collapse,Yang,7.0,0.0,summation,Σ,null,collapse,Yang,7.0,0.0,summation,False,89,87
1066,10,4,7,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,℧,,,,,,mho / inverse resistance / conductivity,False,178,0
1067,11,4,7,Ω,origin,collapse,Yang,10.0,0.0,omega / end,Π,null,collapse,Yang,10.0,0.0,product / portal,False,256,173
1068,0,5,7,⋈,memory,collapse,Union,8.0,0.0,join / bind,∞,,,,,,infinity,False,155,0
1069,1,5,7,∃,,,,,,there exists,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,0,241
1070,2,5,7,Π,null,collapse,Yang,10.0,0.0,product / portal,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,182,241
1071,3,5,7,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,80,266
1072,4,5,7,℧,,,,,,mho / inverse resistance / conductivity,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,0,265
1073,5,5,7,∞,,,,,,infinity,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,0,69
1074,6,5,7,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),Σ,null,collapse,Yang,7.0,0.0,summation,False,252,87
